grade,male,preschool,expectBachelors,motherHS,motherWork,fatherHS,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize
-0.16495987246623375,-1.02721921311124,0.6184574697340421,-1.904254654696732,0.3695865564238427,0.598115115806925,0.39292952277094595,-2.479462054273257,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,-0.6308726804167363,-0.17085325532654955,0.785331283518535,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.657821642497881
-0.16495987246623375,0.9733160091482016,-1.6166170738559043,-1.904254654696732,0.3695865564238427,0.598115115806925,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,-0.6308726804167363,-0.0677216849756739,0.059477560912209536,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.657821642497881
-0.16495987246623375,-1.02721921311124,0.6184574697340421,-1.904254654696732,0.3695865564238427,0.598115115806925,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,-0.6308726804167363,-0.10209887509263245,0.785331283518535,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.657821642497881
-0.16495987246623375,-1.02721921311124,0.6184574697340421,-1.904254654696732,0.3695865564238427,0.598115115806925,0.39292952277094595,-2.479462054273257,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,-0.6308726804167363,-0.7208882971978863,0.785331283518535,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.657821642497881
-0.16495987246623375,-1.02721921311124,0.6184574697340421,0.5250394964558761,0.3695865564238427,-1.671599460710579,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,-0.6308726804167363,-0.17085325532654955,0.785331283518535,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.657821642497881
-0.16495987246623375,-1.02721921311124,-1.6166170738559043,-1.904254654696732,0.3695865564238427,0.598115115806925,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,-3.013488999559584,1.584802981744862,-0.4458707762622179,0.059477560912209536,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.657821642497881
-0.16495987246623375,-1.02721921311124,0.6184574697340421,-1.904254654696732,0.3695865564238427,-1.671599460710579,0.39292952277094595,-2.479462054273257,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,1.584802981744862,-0.17085325532654955,0.785331283518535,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.657821642497881
-0.16495987246623375,-1.02721921311124,0.6184574697340421,-1.904254654696732,0.3695865564238427,0.598115115806925,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,1.584802981744862,0.03540988537520174,1.5111850061248604,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.657821642497881
1.6447571351140566,-1.02721921311124,-1.6166170738559043,-1.904254654696732,0.3695865564238427,0.598115115806925,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,1.584802981744862,0.03540988537520174,0.785331283518535,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.657821642497881
-0.16495987246623375,0.9733160091482016,0.6184574697340421,0.5250394964558761,0.3695865564238427,0.598115115806925,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,1.584802981744862,0.5854449272465385,0.059477560912209536,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.5509499139581159
-0.16495987246623375,-1.02721921311124,-1.6166170738559043,0.5250394964558761,0.3695865564238427,-1.671599460710579,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,-0.6308726804167363,0.5854449272465385,0.3498190499547397,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.5509499139581159
-0.16495987246623375,-1.02721921311124,0.6184574697340421,0.5250394964558761,0.3695865564238427,0.598115115806925,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,1.584802981744862,-0.10209887509263245,-0.23086392813032064,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.5509499139581159
-0.16495987246623375,0.9733160091482016,0.6184574697340421,-1.904254654696732,0.3695865564238427,0.598115115806925,0.39292952277094595,-2.479462054273257,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,-0.6308726804167363,0.6541993074804555,0.49498979447600483,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.5509499139581159
-0.16495987246623375,0.9733160091482016,0.6184574697340421,0.5250394964558761,0.3695865564238427,0.598115115806925,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,-0.6308726804167363,0.5854449272465385,0.059477560912209536,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.5509499139581159
-0.16495987246623375,-1.02721921311124,0.6184574697340421,0.5250394964558761,0.3695865564238427,0.598115115806925,0.39292952277094595,0.40323621944635046,0.2805915217645351,0.5392293599854509,0.5401148487129194,0.38282363379052353,0.331777851245529,1.584802981744862,0.6541993074804555,0.3498190499547397,0.1837788311611813,0.26564549130891774,-0.7880412037706829,-0.5509499139581159
