MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
2.344708956117609,0.982118865674764,0.6285442264151523,-0.1537538647867115,-0.9744049915469957,-0.049595334664572374,1.052522784949665,-1.3278030546903157
2.3321814648403,-0.6070042082805065,0.32703343493533543,-0.26332939143590833,0.8614179998296632,-0.09250998908805332,1.0431592803959993,-1.3228118684352146
1.7826562172138418,1.8561365563501628,1.15559247066081,-0.04901517150221642,-0.8207574684591945,-0.02584190175706433,1.038477528119168,-1.3327942409454097
0.9329449075937345,1.8561365563501628,0.15696227955716166,-0.04983171104224499,-0.7660095004623918,-0.050328081993623416,1.038477528119168,-1.3377854272005107
-0.012880683843030732,1.8561365563501628,0.34470244869821204,-0.03290506706381924,-0.7598282782692044,-0.08561368522678985,1.038477528119168,-1.3377854272005107
0.08744451941137843,1.8561365563501628,-0.26972312505889023,0.014668989535248544,-0.8940491030355594,-0.08961624733292776,1.038477528119168,-1.3377854272005107
-0.11136360896842384,1.8561365563501628,-0.20091283002128335,-0.3066257711091937,-0.29270448681261346,-0.09072270303848337,1.0337957758423368,-1.3377854272005107
-0.39512707735484504,1.8561365563501628,-0.25522574965139955,-0.07353987979519186,-0.23707348707392684,-0.12347347989875977,1.0337957758423368,-1.3377854272005107
-0.9423363181905406,1.0615750193725275,-0.4586914622295236,0.044252856664081006,-0.19380493172161503,-0.1004967670221087,1.0337957758423368,-1.3427766134556118
-0.09446728669944951,1.8561365563501628,-0.1852786693023914,-0.22468164560490486,0.11084101922833557,-0.08649932262424859,1.0337957758423368,-1.3377854272005107
-0.35138613092021026,1.8561365563501628,0.019647856220539998,-0.036026099237109165,-0.4551823273192538,-0.07769783521277383,1.038477528119168,-1.3427766134556118
-0.3159091178071611,1.8561365563501628,-0.265349327295031,-0.15224801839558882,0.06933852735979158,-0.09836356275703656,1.038477528119168,-1.3427766134556118
-0.41881351044219234,1.8561365563501628,-0.04298412582619365,-0.17694179313112054,-0.28917235984507783,-0.06975715924930694,1.038477528119168,-1.3427766134556118
-0.6300964935813308,1.8561365563501628,-0.5775665895891462,0.0021649637360432357,-0.9540952614836656,-0.1047459413928364,1.0337957758423368,-1.3427766134556118
-1.0285022981105132,1.8561365563501628,-0.47130756445575456,-0.18357403930274713,-0.18850674127031153,-0.1074341541579491,1.038477528119168,-1.3427766134556118
-0.9188604311750809,1.6972242489546359,-0.479584666432124,-0.05213101215609746,-0.6432680883405276,-0.041450181968234835,1.038477528119168,-1.3427766134556118
-0.5767230643578415,1.8561365563501628,0.20636280014071587,-0.10199551314986899,-0.5584970411196718,-0.06497992934122783,1.038477528119168,-1.3477677997107058
-0.9213869840377312,1.8561365563501628,-0.5562239924658345,-0.27363468904914523,-0.6865366436928395,-0.08973973140289815,1.038477528119168,-1.3477677997107058
-0.9893407287394321,1.6972242489546359,-0.0344859958139918,-0.022696874394620127,-0.3845397879685406,-0.06815745089372108,1.0337957758423368,-1.3427766134556118
-0.6670999657155645,1.8561365563501628,0.0147341358950538,-0.027513161563782966,-0.649449310533715,-0.05406909017539659,1.0337957758423368,-1.3477677997107058
-1.3226877970553672,0.9026627119770005,-0.36573970601699923,0.024811808307286822,-0.8975812300030951,-0.058424498565583516,1.038477528119168,-1.3477677997107058
-1.1354597026293796,1.0615750193725275,-0.3843133087722733,-0.1982290716112344,-0.4384047242234594,-0.051261433919316285,1.038477528119168,-1.3477677997107058
-1.1294065030626128,1.8561365563501628,-0.1344956128027368,0.0741152330022849,-0.3624639944214427,-0.09120158645684288,1.0337957758423368,-1.3477677997107058
-0.8895945271827139,1.8561365563501628,-0.09504330339587157,-0.12608293696238224,-0.5055151366066369,-0.0429460472096885,1.0337957758423368,-1.3477677997107058
-0.6688369708086366,1.8561365563501628,-0.06420632394891784,-0.12899076911400784,-0.37041128009839797,-0.06612416967571563,1.0337957758423368,-1.3477677997107058
-0.7721098190694711,0.982118865674764,-0.37717708918292514,-0.13306659538140403,-0.9788201502564152,-0.03916692393784293,1.038477528119168,-1.352758985965807
-0.7426860055231884,1.6177680952568723,-0.28331334546382037,-0.15984999378660097,-0.7227409451100799,-0.05111724166934614,1.038477528119168,-1.352758985965807
-1.08571819314595,1.8561365563501628,-0.26196360662430385,-0.07643156636536537,-0.28564023287754214,-0.028387744336456532,1.038477528119168,-1.352758985965807
-1.172884266907388,1.6972242489546359,-0.41521282156733613,-0.1192334288264816,-0.26003231236290864,-0.06542763424787344,1.0337957758423368,-1.352758985965807
-1.149145197302069,1.8561365563501628,-0.2933399947538162,-0.13592658654342826,-0.9099436743894699,-0.05028553537451727,1.0337957758423368,-1.352758985965807
-1.0228701906875217,1.6177680952568723,-0.145590729956401,0.18118287796587232,-0.4966848191877978,-0.0758311783175943,1.0337957758423368,-1.352758985965807
-1.0049211380591097,1.8561365563501628,-0.2210490307550488,-0.012601951769550757,-0.22736013791320378,-0.04064385402845119,1.0337957758423368,-1.352758985965807
-1.091560846640829,1.5383119415591087,0.12461281942345472,0.26211759237131005,-0.3527506452607197,-0.0007672399620724424,1.0337957758423368,-1.3477677997107058
-1.3136343159642034,1.6177680952568723,-0.1611061889973493,0.03331186919744413,-0.5929352790531445,-0.07499115440389499,1.029114023565502,-1.3477677997107058
